@relation 'White-TailedDeerWithMonths - Sheet1'

@attribute VegetationType {'Upland Forest','Riparian Grassland','Riparian Forest',Grassland/Prairie,'Mowed Lawn','Outside Park','Upland Scrub',Crop,'Riparian Scrub',Other,Savanna}
@attribute Month numeric
@attribute AvgTempinFahrenheit numeric
@attribute AvgHumidityInPercent numeric
@attribute WeatherCondition {'No rain','No rain to Heavy rain difficult to hear',Snow,'No rain to Snow','Mist or fog','Mist or fog to No rain','Mist or fog to Light rain','No rain to Light rain','Light rain to Mist or fog','Light rain','Light drizzle to Light rain','No rain to Light drizzle','No rain to Mist or fog','Snow to No rain','Light drizzle to No rain','Light rain to Light drizzle','Light drizzle','Light rain to No rain','Light drizzle to Mist or fog','Mist or fog to Light drizzle'}
@attribute AvgCloudCover numeric
@attribute DeerTotal numeric

@data
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Mowed Lawn',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Mowed Lawn',1,43.97,50.8,'No rain',8.75,45
'Mowed Lawn',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
'Mowed Lawn',1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,43.97,50.8,'No rain',8.75,45
Other,1,43.97,50.8,'No rain',8.75,45
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Mowed Lawn',1,40.64,65.05,'No rain',8.75,40
'Mowed Lawn',1,40.64,65.05,'No rain',8.75,40
'Mowed Lawn',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Mowed Lawn',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,40.64,65.05,'No rain',8.75,40
'Mowed Lawn',1,40.64,65.05,'No rain',8.75,40
'Riparian Forest',1,41.63,66.65,'No rain',26.25,23
'Riparian Forest',1,41.63,66.65,'No rain',26.25,23
'Mowed Lawn',1,41.63,66.65,'No rain',26.25,23
'Mowed Lawn',1,41.63,66.65,'No rain',26.25,23
'Riparian Forest',1,41.63,66.65,'No rain',26.25,23
'Riparian Forest',1,41.63,66.65,'No rain',26.25,23
'Riparian Forest',1,41.63,66.65,'No rain',26.25,23
'Mowed Lawn',1,41.63,66.65,'No rain',26.25,23
'Riparian Forest',1,41.63,66.65,'No rain',26.25,23
'Riparian Forest',1,26.24,55.95,'No rain',0,21
'Riparian Forest',1,26.24,55.95,'No rain',0,21
'Riparian Forest',1,26.24,55.95,'No rain',0,21
'Mowed Lawn',1,26.24,55.95,'No rain',0,21
'Mowed Lawn',1,26.24,55.95,'No rain',0,21
'Riparian Forest',1,26.24,55.95,'No rain',0,21
'Riparian Forest',1,26.24,55.95,'No rain',0,21
'Riparian Forest',1,26.24,55.95,'No rain',0,21
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Mowed Lawn',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,22.19,82.15,'No rain',0,19
'Riparian Forest',1,19.94,83.75,'No rain',0,17
'Riparian Forest',1,19.94,83.75,'No rain',0,17
'Riparian Forest',1,19.94,83.75,'No rain',0,17
'Mowed Lawn',1,19.94,83.75,'No rain',0,17
'Riparian Forest',1,19.94,83.75,'No rain',0,17
'Riparian Forest',1,19.94,83.75,'No rain',0,17
'Mowed Lawn',1,19.94,83.75,'No rain',0,17
'Riparian Forest',1,48.74,75.7,'No rain',97.5,31
'Riparian Forest',1,48.74,75.7,'No rain',97.5,31
'Riparian Forest',1,48.74,75.7,'No rain',97.5,31
'Riparian Forest',1,48.74,75.7,'No rain',97.5,31
'Mowed Lawn',1,48.74,75.7,'No rain',97.5,31
'Mowed Lawn',1,48.74,75.7,'No rain',97.5,31
'Riparian Forest',1,48.74,75.7,'No rain',97.5,31
'Mowed Lawn',1,48.74,75.7,'No rain',97.5,31
'Mowed Lawn',1,48.74,75.7,'No rain',97.5,31
'Riparian Forest',1,48.74,75.7,'No rain',97.5,31
'Riparian Forest',1,47.57,81.65,'No rain',97.5,19
'Mowed Lawn',1,47.57,81.65,'No rain',97.5,19
'Riparian Forest',1,47.57,81.65,'No rain',97.5,19
'Riparian Forest',1,47.57,81.65,'No rain',97.5,19
'Mowed Lawn',1,47.57,81.65,'No rain',97.5,19
'Mowed Lawn',1,47.57,81.65,'No rain',97.5,19
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Mowed Lawn',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Mowed Lawn',1,46.58,85.1,'No rain',97.5,21
'Mowed Lawn',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,46.58,85.1,'No rain',97.5,21
'Riparian Forest',1,43.34,74.4,'No rain',67.5,32
'Riparian Forest',1,43.34,74.4,'No rain',67.5,32
'Riparian Forest',1,43.34,74.4,'No rain',67.5,32
'Mowed Lawn',1,43.34,74.4,'No rain',67.5,32
'Mowed Lawn',1,43.34,74.4,'No rain',67.5,32
'Mowed Lawn',1,43.34,74.4,'No rain',67.5,32
'Riparian Forest',1,43.34,74.4,'No rain',67.5,32
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Mowed Lawn',1,43.16,87.1,'No rain',97.5,34
'Mowed Lawn',1,43.16,87.1,'No rain',97.5,34
'Mowed Lawn',1,43.16,87.1,'No rain',97.5,34
'Mowed Lawn',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,43.16,87.1,'No rain',97.5,34
'Riparian Forest',1,44.51,86.6,'No rain',97.5,30
'Riparian Forest',1,44.51,86.6,'No rain',97.5,30
'Riparian Forest',1,44.51,86.6,'No rain',97.5,30
'Riparian Forest',1,44.51,86.6,'No rain',97.5,30
'Mowed Lawn',1,44.51,86.6,'No rain',97.5,30
'Mowed Lawn',1,44.51,86.6,'No rain',97.5,30
'Mowed Lawn',1,44.51,86.6,'No rain',97.5,30
'Mowed Lawn',1,44.51,86.6,'No rain',97.5,30
'Riparian Forest',1,44.51,86.6,'No rain',97.5,30
'Riparian Forest',1,44.51,86.6,'No rain',97.5,30
'Riparian Forest',2,39.38,73.85,'No rain',85,10
'Mowed Lawn',2,39.38,73.85,'No rain',85,10
'Riparian Forest',2,39.38,73.85,'No rain',85,10
'Riparian Forest',2,39.38,73.85,'No rain',85,10
'Riparian Forest',2,34.97,84.5,'No rain',26.25,17
'Mowed Lawn',2,34.97,84.5,'No rain',26.25,17
'Mowed Lawn',2,34.97,84.5,'No rain',26.25,17
'Riparian Forest',2,34.97,84.5,'No rain',26.25,17
'Mowed Lawn',2,34.97,84.5,'No rain',26.25,17
'Riparian Forest',2,34.97,84.5,'No rain',26.25,17
'Mowed Lawn',2,33.08,91.7,'No rain',37.5,9
'Riparian Forest',2,33.08,91.7,'No rain',37.5,9
'Mowed Lawn',2,33.08,91.7,'No rain',37.5,9
'Upland Forest',1,42.44,35.1,'No rain',91.25,38
'Upland Forest',1,42.44,35.1,'No rain',91.25,38
Grassland/Prairie,1,42.44,35.1,'No rain',91.25,38
'Upland Forest',1,42.44,35.1,'No rain',91.25,38
'Upland Forest',1,42.44,35.1,'No rain',91.25,38
'Mowed Lawn',1,42.44,35.1,'No rain',91.25,38
Grassland/Prairie,1,42.44,35.1,'No rain',91.25,38
Grassland/Prairie,1,42.44,35.1,'No rain',91.25,38
Grassland/Prairie,1,42.44,35.1,'No rain',91.25,38
'Upland Forest',1,42.44,35.1,'No rain',91.25,38
Grassland/Prairie,1,42.44,35.1,'No rain',91.25,38
Grassland/Prairie,1,42.44,35.1,'No rain',91.25,38
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Mowed Lawn',1,41.63,34.3,'No rain',85,27
Grassland/Prairie,1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
'Upland Forest',1,41.63,34.3,'No rain',85,27
Grassland/Prairie,1,41.63,34.3,'No rain',85,27
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
'Upland Forest',1,40.64,34.2,'No rain',85,21
Grassland/Prairie,1,40.64,34.2,'No rain',85,21
Grassland/Prairie,1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
Grassland/Prairie,1,30.38,38.9,'No rain',0,48
Grassland/Prairie,1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
'Upland Forest',1,30.38,38.9,'No rain',0,48
Grassland/Prairie,1,30.38,38.9,'No rain',0,48
'Upland Forest',1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.67,47.55,'No rain',0,22
Grassland/Prairie,1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.67,47.55,'No rain',0,22
Grassland/Prairie,1,28.67,47.55,'No rain',0,22
'Upland Forest',1,28.04,50.8,'No rain',0,17
'Upland Forest',1,28.04,50.8,'No rain',0,17
'Upland Forest',1,28.04,50.8,'No rain',0,17
'Upland Forest',1,28.04,50.8,'No rain',0,17
'Upland Forest',1,28.04,50.8,'No rain',0,17
'Upland Forest',1,28.04,50.8,'No rain',0,17
'Upland Forest',1,28.04,50.8,'No rain',0,17
Grassland/Prairie,1,28.04,50.8,'No rain',0,17
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,33.17,65.05,'No rain',97.5,58
Grassland/Prairie,1,33.17,65.05,'No rain',97.5,58
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
'Upland Forest',1,31.46,67,'No rain',1.25,23
Grassland/Prairie,1,31.46,67,'No rain',1.25,23
'Upland Forest',1,25.43,86.95,'No rain',1.25,17
'Upland Forest',1,25.43,86.95,'No rain',1.25,17
'Upland Forest',1,25.43,86.95,'No rain',1.25,17
'Upland Forest',1,25.43,86.95,'No rain',1.25,17
Grassland/Prairie,1,25.43,86.95,'No rain',1.25,17
Grassland/Prairie,1,25.43,86.95,'No rain',1.25,17
'Upland Forest',1,24.44,88.15,'No rain',0,15
'Upland Forest',1,24.44,88.15,'No rain',0,15
'Upland Forest',1,24.44,88.15,'No rain',0,15
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
Grassland/Prairie,2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
'Upland Forest',2,24.26,53.2,'No rain',97.5,37
Grassland/Prairie,2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.8,54.65,'No rain',97.5,21
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
Grassland/Prairie,2,24.08,53.15,'No rain',97.5,12
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
'Upland Forest',2,24.08,53.15,'No rain',97.5,12
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
'Riparian Forest',1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
'Riparian Grassland',1,39.2,57.3,'No rain',1,50
'Riparian Forest',1,39.2,57.3,'No rain',1,50
'Riparian Grassland',1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
Crop,1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
Grassland/Prairie,1,39.2,57.3,'No rain',1,50
'Riparian Forest',1,31.28,76.65,'No rain',1,40
'Riparian Forest',1,31.28,76.65,'No rain',1,40
Grassland/Prairie,1,31.28,76.65,'No rain',1,40
Grassland/Prairie,1,31.28,76.65,'No rain',1,40
Grassland/Prairie,1,31.28,76.65,'No rain',1,40
'Riparian Forest',1,31.28,76.65,'No rain',1,40
'Riparian Grassland',1,31.28,76.65,'No rain',1,40
'Riparian Forest',1,31.28,76.65,'No rain',1,40
'Riparian Grassland',1,31.28,76.65,'No rain',1,40
Grassland/Prairie,1,31.28,76.65,'No rain',1,40
Grassland/Prairie,1,31.28,76.65,'No rain',1,40
'Riparian Forest',1,30.02,78.6,'No rain',1,31
'Riparian Forest',1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,30.02,78.6,'No rain',1,31
'Riparian Forest',1,30.02,78.6,'No rain',1,31
'Riparian Grassland',1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,30.02,78.6,'No rain',1,31
'Riparian Forest',1,30.02,78.6,'No rain',1,31
'Riparian Grassland',1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,30.02,78.6,'No rain',1,31
Grassland/Prairie,1,15.53,56.2,'No rain',0,26
Grassland/Prairie,1,15.53,56.2,'No rain',0,26
'Upland Forest',1,15.53,56.2,'No rain',0,26
'Riparian Forest',1,15.53,56.2,'No rain',0,26
'Upland Forest',1,15.53,56.2,'No rain',0,26
'Upland Forest',1,15.53,56.2,'No rain',0,26
'Riparian Grassland',1,15.53,56.2,'No rain',0,26
Grassland/Prairie,1,15.53,56.2,'No rain',0,26
'Upland Forest',1,15.53,56.2,'No rain',0,26
'Upland Forest',1,15.53,56.2,'No rain',0,26
Grassland/Prairie,1,14.45,60.4,'No rain',0,13
'Riparian Forest',1,14.45,60.4,'No rain',0,13
'Upland Forest',1,14.45,60.4,'No rain',0,13
'Upland Forest',1,14.45,60.4,'No rain',0,13
'Riparian Forest',1,12.92,59.6,'No rain',0,12
'Riparian Forest',1,12.92,59.6,'No rain',0,12
'Upland Forest',1,12.92,59.6,'No rain',0,12
'Riparian Forest',1,27.86,68.2,Snow,97.5,14
'Upland Forest',1,27.86,68.2,Snow,97.5,14
Grassland/Prairie,1,27.86,68.2,Snow,97.5,14
Grassland/Prairie,1,27.86,68.2,Snow,97.5,14
'Riparian Grassland',1,27.86,68.2,Snow,97.5,14
'Upland Forest',1,27.23,72.95,'No rain to Snow',97.5,11
'Upland Forest',1,27.23,72.95,'No rain to Snow',97.5,11
'Riparian Forest',1,27.23,72.95,'No rain to Snow',97.5,11
'Upland Forest',1,27.23,72.95,'No rain to Snow',97.5,11
Grassland/Prairie,1,27.23,72.95,'No rain to Snow',97.5,11
'Upland Forest',1,27.14,76.35,'Snow to No rain',97.5,8
Grassland/Prairie,1,27.14,76.35,'Snow to No rain',97.5,8
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
'Upland Forest',1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
'Riparian Grassland',1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,35.33,63.55,'No rain',0,46
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,32.63,73.9,'No rain',0,54
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
Grassland/Prairie,1,33.17,74.5,'No rain',0,29
'Riparian Forest',1,38.48,87.4,'Mist or fog',97.5,56
'Riparian Forest',1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
'Upland Forest',1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
Crop,1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
Grassland/Prairie,1,38.48,87.4,'Mist or fog',97.5,56
'Upland Forest',1,38.48,87.4,'Mist or fog',97.5,56
'Riparian Forest',1,36.14,93.2,'Mist or fog',97.5,32
'Riparian Forest',1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,36.14,93.2,'Mist or fog',97.5,32
'Riparian Forest',1,36.14,93.2,'Mist or fog',97.5,32
'Upland Forest',1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,36.14,93.2,'Mist or fog',97.5,32
Crop,1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,36.14,93.2,'Mist or fog',97.5,32
'Upland Forest',1,36.14,93.2,'Mist or fog',97.5,32
Grassland/Prairie,1,34.43,94,'Mist or fog',97.5,19
Grassland/Prairie,1,34.43,94,'Mist or fog',97.5,19
Grassland/Prairie,1,34.43,94,'Mist or fog',97.5,19
Grassland/Prairie,1,34.43,94,'Mist or fog',97.5,19
'Upland Forest',1,34.43,94,'Mist or fog',97.5,19
'Upland Forest',2,13.19,53.9,'No rain',0.5,2
'Upland Forest',2,8.06,69,'No rain',1.25,3
'Upland Forest',2,5.63,71.1,'No rain',1.75,3
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Mowed Lawn',1,38.84,38.05,'No rain',0,29
'Mowed Lawn',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,38.84,38.05,'No rain',0,29
'Riparian Forest',1,39.02,44.85,'No rain',0,32
'Riparian Forest',1,39.02,44.85,'No rain',0,32
'Mowed Lawn',1,39.02,44.85,'No rain',0,32
'Riparian Forest',1,39.02,44.85,'No rain',0,32
'Mowed Lawn',1,39.02,44.85,'No rain',0,32
'Mowed Lawn',1,39.02,44.85,'No rain',0,32
'Mowed Lawn',1,39.02,44.85,'No rain',0,32
'Riparian Forest',1,39.02,44.85,'No rain',0,32
'Riparian Forest',1,39.02,44.85,'No rain',0,32
'Riparian Forest',1,39.02,44.85,'No rain',0,32
'Riparian Forest',1,38.12,53.1,'No rain',0,25
Other,1,38.12,53.1,'No rain',0,25
'Mowed Lawn',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,38.12,53.1,'No rain',0,25
'Mowed Lawn',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,38.12,53.1,'No rain',0,25
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Mowed Lawn',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Mowed Lawn',1,49.28,80.3,'No rain',97.5,48
'Mowed Lawn',1,49.28,80.3,'No rain',97.5,48
'Mowed Lawn',1,49.28,80.3,'No rain',97.5,48
'Mowed Lawn',1,49.28,80.3,'No rain',97.5,48
'Mowed Lawn',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.28,80.3,'No rain',97.5,48
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Mowed Lawn',1,49.37,81.95,'No rain',97.5,36
'Mowed Lawn',1,49.37,81.95,'No rain',97.5,36
'Mowed Lawn',1,49.37,81.95,'No rain',97.5,36
'Mowed Lawn',1,49.37,81.95,'No rain',97.5,36
'Mowed Lawn',1,49.37,81.95,'No rain',97.5,36
'Mowed Lawn',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,81.95,'No rain',97.5,36
'Riparian Forest',1,49.37,83.15,'Light drizzle to No rain',97.5,40
'Riparian Forest',1,49.37,83.15,'Light drizzle to No rain',97.5,40
'Riparian Forest',1,49.37,83.15,'Light drizzle to No rain',97.5,40
'Riparian Forest',1,49.37,83.15,'Light drizzle to No rain',97.5,40
'Riparian Forest',1,49.37,83.15,'Light drizzle to No rain',97.5,40
'Mowed Lawn',1,49.37,83.15,'Light drizzle to No rain',97.5,40
'Mowed Lawn',1,49.37,83.15,'Light drizzle to No rain',97.5,40
